Evaluating Group Recommender Systems,BibtexID,ResponsiblePerson,Title,StudyType,Dataset,Domain of tests [other],DataPyramid,DatasetFeatures,Coupled/Decoupled,GroundTruthType,RecommendationType,GroupSizes,Baselines,GroupConstruction,GroupDuration,EvaluationDimensions,ReproducibleCode,ReproducibleData,ReproducibleGroups,ReproducibleEvalProtocol,Notes,
https://www.sciencedirect.com/science/article/abs/pii/S0167923622001658,,LP,Collaborative group embedding and decision aggregation based on attentive influence of individual members: A group recommendation perspective,Offline,"CAMRa2011, Mafengwo","Movies, Places (POIs)",GroupDecisions,,Coupled,Group + ?individual?,One-session,"avg:2, 7","item-based, Popularity, AGREE, COM",organic,Permanent,"Relevance (HR, nDCG@k)",Algorithm,Data,Groups + filtering procedure,,,
https://www.sciencedirect.com/science/article/pii/S0020025522001682,,LP,A personality-aware group recommendation system based on pairwise preferences,Offline,Augmented ML100K,Movies,No_groups,ML100K + an additional online experiment with 46 users,Coupled,Individual,One-session,2-20,none,not specified,Ephemeral,"Precision, consensus, fairness (threshold based)",Algorithm,No dataset provided,"Problems: group construction unclear
",,,
https://www.sciencedirect.com/science/article/pii/S0020025522008933,,LP,Automatically detecting groups using locality-sensitive hashing in group recommendations,Offline,"Meetup (CA), Meetup (NYC), Gowalla, Douban","Events, POIs",GroupDecisions,,Coupled,Group,One-session,"avg: 230, 330, 2,4","indivRS-groups-data, AGREE, SoAGREE, COM, MoSAN, GroupIM",organic ( Same place same time + friends on social network),Ephemeral+Permanent,"Relevance (HR, nDCG@k)",Algorithm,Data,Groups + filtering procedure,,,
https://www.sciencedirect.com/science/article/pii/S0020025522011100,,LP,Dynamically aggregating individuals’ social influence and interest evolution for group recommendations,Offline,"CAMRa2011, Mafengwo","Movies, Places (POIs)",GroupDecisions,,Coupled,Group,One-session,"avg:2, 7","item-based, Popularity, AGREE, COM, SIGR, GroupSA, GAME",organic,Permanent,"Relevance (HR, nDCG@k)",Algorithm,Data,Groups + filtering procedure,,,
https://www.sciencedirect.com/science/article/pii/S0031320322000826,,LP,Incorporating global and local social networks for group recommendations,Offline,"CAMRa2011, Mafengwo","Movies, Places (POIs)",GroupDecisions,,Coupled,Group,One-session,"avg:2, 7","item-based, Popularity,AGREE, COM,  SIGR, GroupSA, GAME",organic,Permanent,"Relevance (HR, nDCG@k)",Algorithm; Problems: link with source code seems invalid,Data,Groups + filtering procedure,,,
https://www.sciencedirect.com/science/article/pii/S092523122200114X,,LP,Social dual-effect driven group modeling for neural group recommendation,Offline,"CAMRa2011, Yelp (LA), MovieLens (unknown version)","Movies, POIs",GroupDecisions + No_groups,,Coupled,Group + ?individual?,One-session,"avg:2, 4, 5","item-based, indivRS-groups-data, COM, AGREE, MoSAN, GAME, UDA",organic + unknown,Ephemeral+Permanent,"Relevance (HR, nDCG@k)",Algorithm,Problems: Yelp data link does not work any more; Unclear MovieLens variant,"Groups, GenerationProcedure",Problems: unclear ground truth in MovieLens dataset,,
https://ceur-ws.org/Vol-2955/paper1.pdf,,LP,Coupled or Decoupled Evaluation for Group Recommendation Methods?,Offline,"ML1M, KGRec","Movies, music",No_groups,,"Coupled, Decoupled",Individual,One-session,2-8,"item-based, FAI, SPGreedy, GreedyLM, XPO, GFAR, FuzzDA, EP-FuzzDA","similar, divergent",Ephemeral,"Relevance (AR, nDCG), Fairness (least satisfaction, min/max)",Code,Data,GenerationProcedure (code),,,
https://www.sciencedirect.com/science/article/pii/S0957417421009878,,LP,Towards comprehensive profile aggregation methods for group recommendation based on the latent factor model,Offline,"ML1M, Amazon Video, Yahoo Music","Movies, music",No_groups,,Decoupled,Individual,One-session,2-15,item-based,random,Ephemeral,"Relevance (Precision, Recall, F1, nDCG, ",Algorithm,Problems: links to Yahoo Music was not provided; dataset dimensions does not correspond to found ones,GenerationProcedure,,,
https://dl.acm.org/doi/abs/10.1145/3459637.3482081,,LP,DeepGroup: Group Recommendation with Implicit Feedback,Offline,"IrishElection, Sushi","Politics, Food",No_groups,,-,Individual,One-session,2-10,"popularity, item-based, AGREE",random,Ephemeral,Relevance (accuracy),Code,"Problems: links to datasets do not work, but they are accessible from the website",GenerationProcedure (code),,,
https://dl.acm.org/doi/abs/10.1145/3457949,,FB,Hierarchical Hyperedge Embedding-Based Representation Learning for Group Recommendation | ACM Transactions on Information Systems,Offline,"Yelp, Douban","Restaurants+Local business, Evemts","No_groups + created ""implicit groups""","Yelp data has 34,504 users, 24,103 groups, and 22,611 items; Douban-Event data reduced randomly keeping 29,181 users, 17,826 groups and 46,097 items",Coupled,Group,One-session,avg:4-5,"Popularity, indivRS-groups-data, PIT, COM, AGREE, SIGR, GroupSA, GroupIM",organic (Depending on interactions in Social Network and shared checkins),Ephemeral,"Relevance (HR@N, nDCG@k)",Algorithm,"Links doesn not refer to the dataset, from the reference is possible to find the Yelp Challenge Dataset (on Kaggle), wothout info of the groups, while the second was not available",GenerationProcedure,"Validation procedure clear, reported hyperparameters values evaluated",,
https://dl.acm.org/doi/abs/10.1145/3477495.3532066,,FB,[2204.02592] Thinking inside The Box: Learning Hypercube Representations for Group Recommendation,Offline,"Yelp, Meetup, Douban, Gowalla","Ceckin, Events",Implicit groups,reported per dataset,Coupled,Group,One-session,Not specified (avg per dataset reported),"item-based, AGREE, SIGR, CAGR, GroupIM",organic (Depending on interactions in Social Network and shared checkins),Ephemral ?,"Relevance (Recall@k, NDCG@K)",Code + Algorithms,Dataset not linked,GenerationProcedure,"Validation procedure clear, not specified hyperparameters  evaluated for the baselines",,
https://dl.acm.org/doi/abs/10.1145/3459637.3482426,,LP,Double-Scale Self-Supervised Hypergraph Learning for Group Recommendation,Offline,"CAMRa2011, Douban, Weeplaces","Movies, Events",GroupDecisions (implicit groups),,Coupled,Group,One-session,Not specified,"popularity, indivRS-groups-data, AGREE, MoSAN, SIGR, GroupIM",organic ( Same place same time + friends on social network),Ephemeral,"Relevance (Recall@k, NDCG@K)",Code,Data folder in the code,GenerationProcedure,,,
https://ieeexplore.ieee.org/abstract/document/9335294,,LP,Softwarized Attention-Based Context-Aware Group Recommendation Technology in Event-Based Industrial Cyber-Physical Systems,Offline,"Douban (Beijing), Meetup (NY), Meetup (San Diego)",Events,GroupDecisions (implicit groups),reportedly - self collected data + implicit groups (frequently joining the same events),Coupled,Group,One-session,2-6,"GERF, UL",similar (Attending same events often),Ephemeral+Permanent,"Relevance (Precision@K, Recall@k, NDCG@K)",Algorithm,No dataset provided,General characteristics,,,
https://ieeexplore.ieee.org/abstract/document/9458824,,LP,Knowledge-Aware Group Representation Learning for Group Recommendation,Offline,"ML20M, Yelp","Movies, POIs",GroupDecisions + No_groups,,Coupled,Individual,One-session,3-8,"item-based, MoSAN","random, similar",Ephemeral+Permanent,"Relevance (HR@N, Recall@k)",Algorithm,Problems: Yelp dataset not accessible,GenerationProcedure,,,
https://dl.acm.org/doi/abs/10.1145/3488560.3498432,,FB,Enumerating Fair Packages for Group Recommendations | Proceedings of the Fifteenth ACM International Conference on Web Search and Data Mining,Offline,"ML100k,ML1M,ML10M,ML20M,ML25M,Amazon Home and Kitchen","Movies, Home&Kitchen products",No_groups,,???,Individual,One-session,2-16,"item-based, GreedyVar, GreedyLM, GFAR, SPGreedy, EFGreedy","random, similar, divergent",Ephemeral,"Time, Fairness (envy-fairness, proportionality)",Code + Algorithms,"Linked papers for Amazon dataset, no link for ML",GenerationProcedure (code),Evaluation procedure not clear,"(it is not clear to me if they aggregate the individual preferences in the dataset, no individual rs are mentioned)",
https://dl.acm.org/doi/abs/10.1145/3511047.3537650,,LP,Robustness Against Polarity Bias in Decoupled Group Recommendations Evaluation,Offline,"ML1M, KGRec","Movies, music",No_groups,,Decoupled,Individual,One-session,2-8,"item-based, SPGreedy, GreedyLM, XPO, GFAR, FuzzDA, EP-FuzzDA",similar,Ephemeral,"Relevance (AR, nDCG), Fairness (least satisfaction, min/max)",Code,Data,GenerationProcedure (code),,,
https://ieeexplore.ieee.org/abstract/document/9494581,,LP,Hierarchical Fuzzy Graph Attention Network for Group Recommendation,Offline,CAMRa2011,Movies,GroupDecisions,,Coupled,Group,One-session,avg: 2,"item-based, preference-aggregation, AGREE, ",organic,Permanent,"Relevance (RMSE, MAE)",Algorithm,Data,Groups,Evaluation procedure not clear: were only the group ratings utilized (seems so),,
https://ieeexplore.ieee.org/abstract/document/9644586,,LP,A Novel Group Recommendation Model With Two-Stage Deep Learning,Offline,"CAMRa2011, Mafengwo, ML1M","Movies, Venues (POIs)",GroupDecisions + No_groups,,Coupled,Group+Individual,One-session,avg: 2-7,"item-based, COM, MoSAN, AGREE, SoAGREE, DPMF-CNN","organic, similar, random",Ephemeral+Permanent,"Relevance (HR@k, nDCG@k)",Algorithm,Data,General characteristics,"Evaluation procedure not clear: is group-wise ground truth indeed based on real ratings? Also, details on similar groups construction sketchy",,
https://ieeexplore.ieee.org/abstract/document/9679118,,LP,Hypergraph Convolutional Network for Group Recommendation,Offline,"CAMRa2011, Mafengwo","Movies, Places (POIs)",GroupDecisions,,Coupled,Group+Individual,One-session,"avg:2, 7","Popularity, indivRS-groups-data, COM, item-based, AGREE, SoAGREE",organic,Permanent,"Relevance (HR@k, nDCG@k)",Code + Algorithms,Data,Groups,,,
https://link.springer.com/article/10.1007/s10489-020-01848-4,,LP,Preference relation based collaborative filtering with graph aggregation for group recommender system,Offline,"ML20M, Netflix",Movies,No_groups,,Coupled,Individual,One-session,5-10,"MC-GR, GROD, Consensus-GRS, VAEGRS, TruGRC, PR-GRS",similar,Ephemeral,"Relevance (Precision@k, nDCG@k)",Algorithm,Data,GenerationProcedure,"Netflix dataset might be a bit tricky to find, but I think it recently appeared at Kaggle",,
https://link.springer.com/article/10.1007/s10844-021-00652-x,,LP,Sequential group recommendations based on satisfaction and disagreement scores,Offline,"ML20M, GoodReads","Movies, Books",No_groups,,Decoupled,Individual,Sequence,5,"item-based, RP80, GreedyLM","outlier (4sim+1dissim; 3sim+2dissim;), 5dissim",Permanent (+group modifications),Relevance (nDCG@k) Fairness (F1 over group satisfaction and disagreement),Algorithm,Data,GenerationProcedure,,,
https://onlinelibrary.wiley.com/doi/full/10.1002/int.23011,,LP,Self-supervised graph learning for occasional group recommendation,Offline,"CAMRa2011, Douban, Weeplaces","Movies, Events",GroupDecisions (implicit groups),,Coupled,Group,One-session,Not specified,"item-based, MoSAN, AGREE, SIGR, GroupIM, GAME, GCMC, graph-convolution, HHGR",organic,Permanent,"Relevance (nDCG, Recall)",Algorithm,Data,Groups,,,
https://onlinelibrary.wiley.com/doi/full/10.1111/tgis.12848,,LP,Behavior-based POI recommendation for small groups in location-based social networks,Offline,LBSN Swarm (Ankara),POIs,GroupDecisions,,Coupled,Group,One-session,2-4,"infl_cmean, infl, item-based",organic,Permanent,"Relevance (Precision@K, Recall@k)",Algorithm,Dataset + selection procedure,Groups + Selection procedure,"They made some data selection which is +/- described, but the final dataset is not provided",,
https://www.sciencedirect.com/science/article/pii/S0020025521004254,,LP,UDA: A user-difference attention for group recommendation,Offline,"ML100k, Last.fm, CAMRa2011","Movies, Music",No_groups + GroupDecisions,,Coupled,Group+Individual,One-session,"2-6, 2-3, avg 2","popularity, item-based, indivRS-groups-data, COM,  AGREE, MoSAN, SoAGREE",similar + organic,Ephemeral+Permanent,"Relevance (HR@k, nDCG@k), Time (train, prediction)",Code + Algorithms,Data,Groups,,,
https://www.sciencedirect.com/science/article/pii/S0167865521000623,,LP,Socially-driven multi-interaction attentive group representation learning for group recommendation,Offline,"Yelp, ML1M","POIs, Movies",GroupDecisions + No_groups,,Coupled,Group+Individual,One-session,"avg: 4.45, 5.00","COM, MoSAN, PIT",organic + similar,Permanent?,"Relevance (HR@k, nDCG@k)",Algorithm,"Yelp not available,",General characteristics,"NO details on ML1M group choice definition, rather unclear evaluation protocol",,
https://www.sciencedirect.com/science/article/pii/S0950705120307887,,LP,DGC: Dynamic group behavior modeling that utilizes context information for group recommendation,Offline,"Meetup (CA), Meetup (NY), Gowalla, CAMRa2011","Events, Movies",GroupDecisions (implicit and explicit groups),,Coupled,Group,One-session,"avg. 257, 382, 2, 2","item-based, COM, HBGG, HGGC, AGR",organic,Permanent,"Relevance (HR@k, nDCG@k)",Algorithm,No link for Meetup and Gowala datasets,"Groups, generationProcedure",No link for Meetup and Gowala datasets,,
https://www.sciencedirect.com/science/article/pii/S0957417421000348,,LP,A POI group recommendation method in location-based social networks based on user influence,Offline,LBSN Swarm(Ankara),POIs,GroupDecisions,,Coupled,Group,One-session,not specified,"item-based, Infl",organic,Ephemeral+Permanent,"Relevance (Precision@K, Recall@k)",Algorithm,Dataset + selection procedure,Groups,,,
https://www.sciencedirect.com/science/article/pii/S002002552100894X,,LP,Multi-view group representation learning for location-aware group recommendation,Offline,"Plancast, Foursquare","Events, POIs",GroupDecisions,,Coupled,Group,One-session,"avg: 9, 2","item-based, COM, PIT, HBGG, AGREE, SoAGREE, GAME, CAGR",organic,Ephemeral,"Relevance (Precision@K, Recall@k)",Algorithm,Datasets no longer available from refered links,Groups,,,
https://www.sciencedirect.com/science/article/pii/S0306457321001047,,LP,Investigating and counteracting popularity bias in group recommendations,Offline,"ML100K, ML1M, Ciao, CAMRa2011","Movies, products?",No_groups + GroupDecisions,,Coupled,Group+Individual,One-session,"avg: 10, 50, 100; avg 2",item-based (with/without popularity debiasing),"similar, organic",Ephemeral,"Relevance (nDCG@k), PopularityBias (Group Average Popularity)",Algorithm,Data,GenerationProcedure + Groups,Somewhat unclear evaluation procedure - really splits on items?,,
https://link.springer.com/chapter/10.1007/978-3-030-49778-1_19,,LP,A MAS-Based Approach for POI Group Recommendation in LBSN,Offline,Yelp (Arizona),POIs,No_groups,,Decoupled,Individual,One-session,3-5,"item-based, preference-aggregation",random,Ephemeral,"Relevance (mean satisfaction), Fairness (members satisfaction dispersion, satisfaction above threshold)",Algorithm,"Yelp not available,",General characteristics,"Repository exists, but only contains additional figures, no code",,
https://dl.acm.org/doi/abs/10.1145/3397271.3401064,,LP,GAME: Learning Graphical and Attentive Multi-view Embeddings for Occasional Group Recommendation,Offline,"Meetup (CA), Meetup (NY)",Events,GroupDecisions (implicit groups),,Coupled,Group,One-session,Not specified,"item-based, MoSAN, AGREE, GRADI",organic,?Ephemeral+Permanent?,"Relevance (HR@k, nDCG@k)",Algorithm,Problems: cannot obtain the data anymore from the original location,Groups,,,
https://dl.acm.org/doi/abs/10.1145/3397271.3401116,,LP,GroupIM: A Mutual Information Maximization Framework for Neural Group Recommendation,Offline,"Yelp, Gowalla, Weeplaces, Douban","POIs, Events",GroupDecisions (implicit and explicit groups),,Coupled,Group,One-session,"avg: 7, 3, 3, 4","popularity, item-based, COM, CrowdRec, MoSAN, AGREE",organic,Ephemeral,"Relevance (Recall@k, nDCG@k)",Code + Algorithms,"Yelp not available, Douban seems not available as well / repository contains Weeplaces data",Groups,,,
https://dl.acm.org/doi/abs/10.1145/3397271.3401136,,LP,Group-Aware Long- and Short-Term Graph Representation Learning for Sequential Group Recommendation,Offline,"WeChat, ML20M","Articles, Movies",GroupDecisions + No_groups,,Coupled,Group+Individual,One-session,"Not specified, 3+","popularity, item-based, AGREE, MoSAN",organic + similar,Permanent,"Relevance (Precision@k, Recall@k, nDCG@k, MAP@k)",Algorithm,WeChat dataset not public,GenerationProcedure,,,
https://ieeexplore.ieee.org/abstract/document/8731382,,LP,Social Influence-Based Group Representation Learning for Group Recommendation,Offline,"Douban, Yelp (LA)","Events, POIs",GroupDecisions (implicit groups),,Coupled,Group,One-session,"avg:5, 4","item-based, AGREE, PIT",organic,?Ephemeral+Permanent?,"Relevance (HR@k, MRR)",Algorithm,"Yelp not available, Douban seems not available as well",GenerationProcedure,"The ""same time"" in groups generation is somewhat vague",,
https://ieeexplore.ieee.org/abstract/document/8960474,,LP,An Efficient Group Recommendation Model With Multiattention-Based Neural Networks,Offline,"Meetup (NY), Meetup (CA), ML1M","Events, Movies",GroupDecisions + No_groups,,Coupled,Group+Individual,One-session,"avg: 17, 14, 3-8","item-based, COM, MoSAN, AGREE","organic + similar, random",?Ephemeral+Permanent?,"Relevance (MAP@k, Recall@k, AUC@k)",Algorithm,Meetup data not available,General characteristics,,,
https://ieeexplore.ieee.org/abstract/document/9101842,,LP,Group Recommendation with Latent Voting Mechanism,Offline,"Douban, Yelp (LA)","Events, POIs",GroupDecisions (implicit groups),,Coupled,Group,One-session,"avg:5, 4","item-based, Popularity, indivRS-groups-data, AGREE, SIGR",organic,?Ephemeral+Permanent?,"Relevance (HR@k, nDCG@k)",Algorithm,Datasets no longer available from refered link,GenerationProcedure,"The ""same time"" in groups generation is somewhat vague, also no details on dataset subsetting (i.e., what area)",,
https://ieeexplore.ieee.org/abstract/document/9153841,,LP,Social Group Recommendation With TrAdaBoost,Offline,"CAMRa2011, Mafengwo, ML1M","Movies, POIs",GroupDecisions + No_groups,,Coupled,Group+Individual,One-session,"avg:2, 7, 5, 3","item-based, indivRS-groups-data, MoSAN, AGREE, COM","organic + similar, random",?Ephemeral+Permanent?,"Relevance (HR@k, nDCG@k)",Algorithm,Mafengwo dataset not available from provided reference (but found elsewhere),Groups + General characteristics,No details on how group decision is generated for ML1M based datasets,,
https://ieeexplore.ieee.org/abstract/document/9155672,,LP,Educational Group Recommendations with Virtual Leaders,Offline,private dataset (student group projects selection),Education,GroupDecisions,"337 students, 4235 ratings, 70 items + 163 groups with 1700 ratings",Coupled,Group,One-session,2-4,"item-based, PBI, PBL",organic,?Ephemeral+Permanent?,"Relevance (MAE, nDCG)",Algorithm,Dataset was not published,Groups,,,
https://ieeexplore.ieee.org/abstract/document/9195784,,LP,Overcoming Data Sparsity in Group Recommendation,Offline,"Yelp (LA), Douban, Meetup","POIs, Events",GroupDecisions (implicit and explicit groups),,Coupled,Group,One-session,"avg: 4, 5, 9","SIGR, GroupSA, SACML, SA-NCF",organic,?Ephemeral+Permanent?,"Relevance (HR@k, MRR)",Algorithm,Yelp and Douban datasets not available,GenerationProcedure + Groups,Datasets link unfortunately does not work anymore,,
https://ieeexplore.ieee.org/abstract/document/9283893,,LP,Context-Aware Restaurant Recommendation for Group of People,Offline,collected from Bejing restaurant comments (BJPC),POIs (restaurants),No_groups,"300K users, 3.7K restaurants, 1.4M interactions",???,Individual,??,2-10,"item-based, CPD",random,Ephemeral,"Relevance, Fairness (global satisfaction: per-group mean - std. deviation), POI Distance",Algorithm,Dataset was not published,GenerationProcedure,"Unclear evaluation protocol (no info on splits, coupled vs. decoupled etc.)",,
https://ieeexplore.ieee.org/abstract/document/9429731,,LP,Secure Artificial Intelligence of Things for Implicit Group Recommendations,Offline,"Last.fm, Delicious","Music, bookmarks",No_groups,,-,Individual,One-session,"avg: 30, 33","preference-aggregation, RanGroup",random (with minimal social density threshold),???,Calibration (Differences in topics distributio; various distance metrics),Algorithm,Data,General characteristics,"Some details of the groups construction & evaluation not clear (how to achieve social density, how to get group interactions,...)",,
https://link.springer.com/article/10.1007/s00521-020-04979-4,,LP,A new point-of-interest group recommendation method in location-based social networks,Offline,"Foursquare, Brightkite, Gowalla, Twitter",LBSN (POIs),GroupDecisions (implicit groups),"subsets with 30K users each, approx. 1500 POIs and 150K check-ins",Coupled,Group,One-session,2-10,"GRE, CMFC",organic,?Ephemeral+Permanent?,"Relevance (Precision, Recall,F1)",Algorithm,Dataset was not published,GenerationProcedure,No details on how the datasets were obtained from the source applications,,
https://link.springer.com/article/10.1007/s11042-020-09339-x,,LP,Negotiation framework for group recommendation based on fuzzy computational model of trust and distrust,Offline,"ML100K, Epinions, Book-crossing","Movies, Reviews, Books",No_groups,,Coupled,Individual,One-session,2-10,item-based,"random, similar",Ephemeral,"Relevance (Precision@k, Recall@k, F1, nDCG@k, MAE)",Algorithm,Data,General characteristics,No details on how the similar groups are constructed,,
https://onlinelibrary.wiley.com/doi/full/10.1111/coin.12398,,LP,Group recommendation with noisy subjective preferences,Offline,"Synthetic, IrishElection, Sushi","Politics, Food",No_groups,,Coupled,Individual,One-session,5-100,item-based,not specified,Ephemeral,"Relevance (Scaled Kendall-Tau Distance, Disaggreement Distance: both self-defined)",Algorithm,Data,General characteristics,No details on how the groups are constructed (similar/random/...),,
https://www.sciencedirect.com/science/article/pii/S1084804520300539,,LP,An enhanced probabilistic fairness-aware group recommendation by incorporating social activeness,Offline,"Epinions, Ciao, Douban","Reviews, Movies",No_groups (friends relations),,Coupled,Individual,One-session,"2-1304, 2-429, 2-326","item-based, GreedyLM, GreedyVar, USRG, COM, EFGreedy, CrowdRec, NIGR, CoaGR, trust-based",organic (social-relation based),Ephemeral,"Relevance (HR@k, ARHR@k: discounted by hit's position)",Algorithm,"Datasets no lnger available from linked sources, no details on how Douban was sampled",GenerationProcedure,Ciao and Epinions dataset available from https://www.cse.msu.edu/~tangjili/datasetcode/truststudy.htm,,
https://www.tandfonline.com/doi/full/10.1080/00051144.2020.1715590,,LP,Group recommendation based on hybrid trust metric,Offline,Last.fm,Music,No_groups (friends relations),,Not specified,Individual,One-session,Not specified,trust-based,organic (social-relation based),Ephemeral,"Relevance (Precision@k, Recall@k)",Algorithm,Dataset to check availability,General characteristics,"No details on how the groups are constructed (what relation defines ""social circle"" in particular, how is intimacy evaluated). No details on test set's ground truth",,
https://content.iospress.com/articles/journal-of-intelligent-and-fuzzy-systems/ifs169977,,LP,Optimized fuzzy-based group recommendation with parallel computation,Offline,"ML100K, ML1M",Movies,No_groups,,Coupled,Individual,One-session,3-8,item-based,similar,Ephemeral,"Relevance (Precision@k, Recall@k, nDCG@k, normalized RMSE)",Algorithm,Data,General characteristics,,,
https://dl.acm.org/doi/abs/10.1145/3298689.3346988,,LP,User-centered evaluation of strategies for recommending sequences of points of interest to groups,User study,based on Foursquare items,POIs,IndividualSatisfaction with group recs.,"40 groups of 3, 120 users in total, 18 trips rated per group",-,Individual,One-session,3,"preference-aggregation, FAI",organic,Ephemeral,"Relevance (4 varying questions), Diversity",Algorithm,General characteristics only,General characteristics,,,
https://dl.acm.org/doi/abs/10.1145/3314183.3324987,,LP,Modeling Uncertainty in Group Recommendations,Offline,"ML1M, TRAVEL (https://dl.acm.org/doi/10.1145/2959100.2959168)","Movies, travel",GroupDecisions + No_groups,"60 groups of 2-4persons, 11 ratings of travel destinations","N/A, Decoupled",Group+Individual,One-session,"3-20, 2-4","item-based, SPGreedy, EFGreedy, GVAR","random, similar + organic",Ephemeral,"Relevance (Kendall's Tau, nDCG@K)",Algorithm,TRAVEL dataset not publicly available? Check with Amra,GenerationProcedure + Groups,,,
https://dl.acm.org/doi/abs/10.1145/3331184.3331251,,LP,Interact and Decide: Medley of Sub-Attention Networks for Effective Group Recommendation,Offline,"Plancast, Meetup (NY), ML1M","Events, movies",GroupDecisions + No_groups,,Coupled,Group+Individual,One-session,"avg: 12, 17, 5","item-based, preference-aggregation, PIT, COM","organic + similar, random",Ephemeral+Permanent,"Relevance (Precision@k, Recall@k, nDCG@k)",Algorithm,Plancast and Meetup datasets not available,Groups + GenerationProcedure,,,
https://ieeexplore.ieee.org/abstract/document/8523627,,LP,Dynamic Connection-Based Social Group Recommendation,Offline,"Flickr, ML20M, ML1M","Images, Movies",GroupDefinition + No_groups,,Coupled,Individual,One-session,not specified (large: tens to thousands),"item-based, COM, CF-RD, MFCF, TRIP",organic + similar,Ephemeral,"Relevance (Precision@k, Recall@k, nDCG@k)",Algorithm,Flickr dataset not published,Groups + GenerationProcedure,,,
https://ieeexplore.ieee.org/abstract/document/8613823,,LP,GERF: A Group Event Recommendation Framework Based on Learning-to-Rank,Offline,"Meetup (Chicago), Douban (Beijing)",Events,No_groups,,Coupled,Individual,One-session,2-6,"item-based, COM, HBGG",similar,?Ephemeral+Permanent?,"Relevance (Precision@k, Recall@k, F1)",Algorithm,Datasets self-extracted and not made available (check Meetup),General characteristics,"in evaluation, it is not clear how group attendance is defined",,
https://ieeexplore.ieee.org/abstract/document/8663390,,LP,CVTM: A Content-Venue-Aware Topic Model for Group Event Recommendation,Offline,"Douban (Beijing), Douban (Shanghai), Meetup (Chicago), Meetup (Phoenix)",Events,No_groups,,Coupled,Individual,One-session,2-6,"item-based, PCGR, COM, HBGG",similar,?Ephemeral+Permanent?,"Relevance (Recall@k, nDCG@k)",Algorithm,Datasets self-extracted and not made available (check Meetup),GenerationProcedure,"in evaluation, it is not clear how group attendance is defined",,
https://ieeexplore.ieee.org/abstract/document/8807225,,LP,Social-Enhanced Attentive Group Recommendation,Offline,"Mafengwo, CAMRa2011","POIs, Movies",GroupDecisions,,Coupled,Group,One-session,"avg.: 7, 2","item-based, popularity, indivRS-groups-data, COM, AGR",organic,Permanent,"Relevance (HR@k, nDCG@k)",Algorithm+code,Data,Groups,code published: https://github.com/caoda0721/SoAGREE,,
https://ieeexplore.ieee.org/abstract/document/8896961,,LP,Group Recommendation via Self-Attention and Collaborative Metric Learning Model,Offline,"CAMRa2011, Meetup","Movies, Events",GroupDecisions,,Coupled,Group,One-session,"avg: 2, 685","item-based, AGREE",organic,???,"Relevance (Precision@k, Recall@k, nDCG@k, AUC)",Algorithm,Meetup data not available,Groups,no details on how are data splitted for the evaluation,,
https://ieeexplore.ieee.org/abstract/document/9005686,,LP,GRADI: Towards Group Recommendation Using Attentive Dual Top-Down and Bottom-Up Influences,Offline,"Meetup (NY), CAMRa2011","Events, Movies",GroupDecisions,,Coupled,Group,One-session,"avg: 17, 2","item-based, indivRS-groups-data, MoSAN, AGREE, ",organic,Ephemeral+Permanent,"Relevance (HR@k, nDCG@k)",Algorithm,Meetup data not available,Groups,,,
https://link.springer.com/article/10.1007/s00521-019-04286-7,,LP,A study on the role of flexible preferences in group recommendations | SpringerLink,Offline,"ML100K, Last.fm","Movies, Music",No_groups,,Coupled,Individual,One-session,200-1000,item-based,???,Ephemeral,Relevance (GroupSatisfaction),Algorithm,Data,no details on group construction,,,
https://link.springer.com/article/10.1007/s11036-018-1059-2,,LP,Efficient User Profiling Based Intelligent Travel Recommender System for Individual and Group of Users,Offline,"Yelp, TripAdvisor",POIs,No_groups,"#users: 20K, 13.4K",???,Individual,One-session,???,"item-based, SPTW",???,Ephemeral,"Relevance (Precision@k, HR@k, MAE)",Algorithm,Datasets not published,no details on group construction,evaluation protocol mostly not described,,
https://link.springer.com/article/10.1007/s11042-018-6984-3,,LP,Evolutionary learning approach to multi-agent negotiation for group recommender systems,Offline,synthetic,---,Synthetic,,-,Individual,One-session,2-10,item-based,"gradual from similar to, dissimilar",Ephemeral,Relevance (nDCG@k),Algorithm,Datasets not published,GenerationProcedure,,,
https://pure.tudelft.nl/ws/files/68754138/paper6.pdf,,LP,Towards creating a non-synthetic group recommendation dataset,Simulation,ML100K,Movies,No_groups,,Decoupled,Individual,One-session,5-14,-,random,Ephemeral,"Consensus (number of swipes, % of failed runs)",Algorithm,Data,GenerationProcedure,,,
https://link.springer.com/chapter/10.1007/978-3-030-18590-9_36,,LP,AGREE: Attention-Based Tour Group Recommendation with Multi-modal Data,Offline,obtained from https://dl.acm.org/doi/pdf/10.1145/2766459,POIs,No_groups,,Coupled,Individual,One-session,2-16,item-based,???,Ephemeral,"Relevance (mean score), Diversity (categorical similarity from https://dl.acm.org/doi/abs/10.1145/3240323.3240410) ",Algorithm,Dataset no longer available,no details on group construction,,,
https://link.springer.com/chapter/10.1007/978-3-030-30278-8_49,,LP,GameRecs: Video Games Group Recommendations,User study,obtained using Steam API,Games,GroupDefinition + Individual preferences,"#users: 24, 8 groups in total",-,Individual,One-session,2-4,item-based,???,Ephemeral,Relevance (full & partial agreement on recommended items),Algorithm+code,Data,no details on group construction,,,
